Lote;Linea;Palma;Longitud;Latitud
62-LA CEIBA;1;1;-73.668255;3.8882857
62-LA CEIBA;1;2;-73.6682487;3.8882133
62-LA CEIBA;2;1;-73.6681765;3.888332
62-LA CEIBA;2;2;-73.6681682;3.8882361
62-LA CEIBA;3;1;-73.6680964;3.8883587
62-LA CEIBA;3;2;-73.6681007;3.8882952
62-LA CEIBA;3;3;-73.6680878;3.8882136
62-LA CEIBA;4;1;-73.6680445;3.8884165
62-LA CEIBA;4;2;-73.6680132;3.8883265
62-LA CEIBA;4;3;-73.6680061;3.8882444
62-LA CEIBA;4;4;-73.667992;3.8881727
62-LA CEIBA;4;5;-73.6679839;3.8880788
62-LA CEIBA;5;1;-73.6679892;3.8885258
62-LA CEIBA;5;2;-73.6679655;3.8884332
62-LA CEIBA;5;3;-73.6679486;3.8883282
62-LA CEIBA;5;4;-73.6679399;3.8882285
62-LA CEIBA;5;5;-73.66791;3.8881325
62-LA CEIBA;5;6;-73.667901;3.8880288
62-LA CEIBA;5;7;-73.6678766;3.8879285
62-LA CEIBA;5;8;-73.6678257;3.8874992
62-LA CEIBA;6;1;-73.6679273;3.8887401
62-LA CEIBA;6;2;-73.6679143;3.8886348
62-LA CEIBA;6;3;-73.6679006;3.8885453
62-LA CEIBA;6;4;-73.6678799;3.8884643
62-LA CEIBA;6;5;-73.6678707;3.8883587
62-LA CEIBA;6;6;-73.6678563;3.8882831
62-LA CEIBA;6;7;-73.6678448;3.8881954
62-LA CEIBA;6;8;-73.6678277;3.8880885
62-LA CEIBA;6;9;-73.6678173;3.8879908
62-LA CEIBA;6;10;-73.6677969;3.8879137
62-LA CEIBA;6;11;-73.6677882;3.887814
62-LA CEIBA;6;12;-73.6677703;3.8877426
62-LA CEIBA;6;13;-73.6677592;3.8876371
62-LA CEIBA;6;14;-73.6677515;3.8875491
62-LA CEIBA;6;15;-73.6677419;3.8874829
62-LA CEIBA;6;16;-73.667721;3.8873783
62-LA CEIBA;6;17;-73.6677124;3.8872785
62-LA CEIBA;7;1;-73.6678397;3.8887714
62-LA CEIBA;7;2;-73.6678395;3.8887005
62-LA CEIBA;7;3;-73.6678214;3.8886055
62-LA CEIBA;7;4;-73.6678127;3.8885274
62-LA CEIBA;7;5;-73.6677987;3.888434
62-LA CEIBA;7;6;-73.6677874;3.8883482
62-LA CEIBA;7;7;-73.6677717;3.8882353
62-LA CEIBA;7;8;-73.6677568;3.8881538
62-LA CEIBA;7;9;-73.6677471;3.888064
62-LA CEIBA;7;10;-73.6677377;3.8879781
62-LA CEIBA;7;11;-73.6677238;3.8878866
62-LA CEIBA;7;12;-73.6677105;3.887801
62-LA CEIBA;7;13;-73.6676985;3.8877075
62-LA CEIBA;7;14;-73.6676771;3.8876187
62-LA CEIBA;7;15;-73.6676727;3.8875225
62-LA CEIBA;7;16;-73.6676644;3.8874266
62-LA CEIBA;8;1;-73.667773;3.8888167
62-LA CEIBA;8;2;-73.6677476;3.8886592
62-LA CEIBA;8;3;-73.6677471;3.8885627
62-LA CEIBA;8;4;-73.6677366;3.8884867
62-LA CEIBA;8;5;-73.6677106;3.8882998
62-LA CEIBA;8;6;-73.6676902;3.888201
62-LA CEIBA;8;7;-73.6676791;3.8880955
62-LA CEIBA;8;8;-73.667668;3.8880117
62-LA CEIBA;8;9;-73.667658;3.8879416
62-LA CEIBA;8;10;-73.6676357;3.8878431
62-LA CEIBA;8;11;-73.6676209;3.8877635
62-LA CEIBA;8;12;-73.6676203;3.887665
62-LA CEIBA;8;13;-73.6675873;3.8874885
62-LA CEIBA;9;1;-73.667695;3.8887998
62-LA CEIBA;9;2;-73.6676826;3.8887241
62-LA CEIBA;9;3;-73.6676709;3.8886344
62-LA CEIBA;9;4;-73.6676582;3.888533
62-LA CEIBA;9;5;-73.6676507;3.8884469
62-LA CEIBA;9;6;-73.6676336;3.88834
62-LA CEIBA;9;7;-73.6676263;3.8882559
62-LA CEIBA;9;8;-73.6676171;3.8881719
62-LA CEIBA;9;9;-73.6675901;3.8880875
62-LA CEIBA;9;10;-73.6675855;3.8880111
62-LA CEIBA;9;11;-73.6675635;3.8879164
62-LA CEIBA;9;12;-73.6675552;3.8878205
62-LA CEIBA;9;13;-73.6675457;3.8877327
62-LA CEIBA;9;14;-73.6675213;3.8876323
62-LA CEIBA;9;15;-73.6675026;3.8874624
62-LA CEIBA;10;1;-73.6676184;3.888844
62-LA CEIBA;10;2;-73.6676091;3.88876
62-LA CEIBA;10;3;-73.6675955;3.8886706
62-LA CEIBA;10;4;-73.6675902;3.8885863
62-LA CEIBA;10;5;-73.6675813;3.8884845
62-LA CEIBA;10;6;-73.6675601;3.8883977
62-LA CEIBA;10;7;-73.6675471;3.888316
62-LA CEIBA;10;8;-73.6675401;3.8882122
62-LA CEIBA;10;9;-73.6675257;3.8881365
62-LA CEIBA;10;10;-73.6675137;3.888043
62-LA CEIBA;10;11;-73.6675004;3.8879574
62-LA CEIBA;10;12;-73.6674893;3.8878756
62-LA CEIBA;10;13;-73.6674683;3.887769
62-LA CEIBA;10;14;-73.6674644;3.8876786
62-LA CEIBA;10;15;-73.6674453;3.8875936
62-LA CEIBA;10;16;-73.6674258;3.8875046
62-LA CEIBA;10;17;-73.6674181;3.8874383
62-LA CEIBA;11;1;-73.6675532;3.8889069
62-LA CEIBA;11;2;-73.6675363;3.8888255
62-LA CEIBA;11;3;-73.6675301;3.8887315
62-LA CEIBA;11;4;-73.6675204;3.8886416
62-LA CEIBA;11;5;-73.6675113;3.8885596
62-LA CEIBA;11;6;-73.667491;3.8884609
62-LA CEIBA;11;7;-73.6674906;3.8883663
62-LA CEIBA;11;8;-73.6674656;3.8882817
62-LA CEIBA;11;9;-73.6674585;3.8881996
62-LA CEIBA;11;10;-73.6674436;3.8881181
62-LA CEIBA;11;11;-73.6674369;3.8880181
62-LA CEIBA;11;12;-73.6674104;3.887916
62-LA CEIBA;11;13;-73.6674051;3.8878317
62-LA CEIBA;11;14;-73.66739;3.8877482
62-LA CEIBA;11;15;-73.6673744;3.8876589
62-LA CEIBA;11;16;-73.6673604;3.8875655
62-LA CEIBA;11;17;-73.6673517;3.8874874
62-LA CEIBA;11;18;-73.6673347;3.8874041
62-LA CEIBA;12;1;-73.6674829;3.8889564
62-LA CEIBA;12;2;-73.6674784;3.8888819
62-LA CEIBA;12;3;-73.6674654;3.8888002
62-LA CEIBA;12;4;-73.6674587;3.8887002
62-LA CEIBA;12;5;-73.6674261;3.8885277
62-LA CEIBA;12;6;-73.6674152;3.8884241
62-LA CEIBA;12;7;-73.6673999;3.8883387
62-LA CEIBA;12;8;-73.6673841;3.8882238
62-LA CEIBA;12;9;-73.6673566;3.8880646
62-LA CEIBA;12;10;-73.6673301;3.8878954
62-LA CEIBA;12;11;-73.6673066;3.8877141
62-LA CEIBA;12;12;-73.6672616;3.887444
62-LA CEIBA;13;1;-73.6674173;3.8890153
62-LA CEIBA;13;2;-73.667406;3.8889296
62-LA CEIBA;13;3;-73.6673836;3.8888527
62-LA CEIBA;13;4;-73.6673735;3.8887589
62-LA CEIBA;13;5;-73.6673649;3.8886592
62-LA CEIBA;13;6;-73.6673495;3.8885718
62-LA CEIBA;13;7;-73.6673401;3.8884859
62-LA CEIBA;13;8;-73.6673243;3.8883946
62-LA CEIBA;13;9;-73.6672963;3.8882078
62-LA CEIBA;13;10;-73.667293;3.8881234
62-LA CEIBA;13;11;-73.667272;3.8880404
62-LA CEIBA;13;12;-73.6672613;3.8879389
62-LA CEIBA;13;13;-73.6672499;3.8878531
62-LA CEIBA;13;14;-73.6672381;3.8877615
62-LA CEIBA;13;15;-73.6672145;3.8875802
62-LA CEIBA;13;16;-73.6671987;3.887489
62-LA CEIBA;13;17;-73.6671709;3.8873258
62-LA CEIBA;13;18;-73.6671521;3.8872447
62-LA CEIBA;13;19;-73.6671378;3.8871474
62-LA CEIBA;13;20;-73.6671268;3.8870438
62-LA CEIBA;14;1;-73.6673469;3.8890865
62-LA CEIBA;14;2;-73.6673248;3.8889899
62-LA CEIBA;14;3;-73.6673169;3.8888979
62-LA CEIBA;14;4;-73.6673024;3.8887987
62-LA CEIBA;14;5;-73.6672831;3.8887117
62-LA CEIBA;14;6;-73.6672787;3.8886391
62-LA CEIBA;14;7;-73.6672779;3.8885386
62-LA CEIBA;14;8;-73.6672508;3.8884523
62-LA CEIBA;14;9;-73.667243;3.8883623
62-LA CEIBA;14;10;-73.6672244;3.8882614
62-LA CEIBA;14;11;-73.6672182;3.888189
62-LA CEIBA;14;12;-73.6672003;3.888096
62-LA CEIBA;14;13;-73.6671922;3.8880021
62-LA CEIBA;14;14;-73.6671751;3.8879188
62-LA CEIBA;14;15;-73.6671688;3.8878228
62-LA CEIBA;14;16;-73.6671537;3.8877393
62-LA CEIBA;14;17;-73.6671459;3.8876493
62-LA CEIBA;14;18;-73.66713;3.8875561
62-LA CEIBA;14;19;-73.6671193;3.8874782
62-LA CEIBA;14;20;-73.6671006;3.8873753
62-LA CEIBA;14;21;-73.6670963;3.8872811
62-LA CEIBA;14;22;-73.6670775;3.8871999
62-LA CEIBA;14;23;-73.667071;3.8871019
62-LA CEIBA;14;24;-73.6670496;3.8870131
62-LA CEIBA;14;25;-73.6670316;3.8869418
62-LA CEIBA;14;26;-73.6670207;3.8868382
62-LA CEIBA;14;27;-73.6670027;3.8867432
62-LA CEIBA;14;28;-73.6669918;3.8866634
62-LA CEIBA;15;1;-73.6672855;3.8893284
62-LA CEIBA;15;2;-73.6672655;3.8891429
62-LA CEIBA;15;3;-73.6672542;3.8890355
62-LA CEIBA;15;4;-73.6672379;3.88896
62-LA CEIBA;15;5;-73.6672251;3.8888586
62-LA CEIBA;15;6;-73.6672221;3.8887781
62-LA CEIBA;15;7;-73.6672101;3.8886845
62-LA CEIBA;15;8;-73.6671888;3.8885977
62-LA CEIBA;15;9;-73.6671888;3.888507
62-LA CEIBA;15;10;-73.6671766;3.8884115
62-LA CEIBA;15;11;-73.6671691;3.8883254
62-LA CEIBA;15;12;-73.667146;3.888217
62-LA CEIBA;15;13;-73.6671401;3.8881485
62-LA CEIBA;15;14;-73.667126;3.8880768
62-LA CEIBA;15;15;-73.6671155;3.8879555
62-LA CEIBA;15;16;-73.6670965;3.8878724
62-LA CEIBA;15;17;-73.6670899;3.8877961
62-LA CEIBA;15;18;-73.6670587;3.8876845
62-LA CEIBA;15;19;-73.6670524;3.8876121
62-LA CEIBA;15;20;-73.6670431;3.8875045
62-LA CEIBA;15;21;-73.6670285;3.887427
62-LA CEIBA;15;22;-73.66702;3.8873508
62-LA CEIBA;15;23;-73.6670127;3.8872667
62-LA CEIBA;15;24;-73.666995;3.8871756
62-LA CEIBA;15;25;-73.6669839;3.8870701
62-LA CEIBA;15;26;-73.6669695;3.8869945
62-LA CEIBA;15;27;-73.6669436;3.8869002
62-LA CEIBA;15;28;-73.6669367;3.88682
62-LA CEIBA;15;29;-73.6669297;3.8867161
62-LA CEIBA;15;30;-73.6669125;3.8866309
62-LA CEIBA;15;31;-73.6668863;3.8865326
62-LA CEIBA;15;32;-73.6668832;3.8864521
62-LA CEIBA;15;33;-73.666874;3.8863681
62-LA CEIBA;15;34;-73.6668493;3.8862638
62-LA CEIBA;16;1;-73.6672123;3.8892994
62-LA CEIBA;16;2;-73.667201;3.8891919
62-LA CEIBA;16;3;-73.6671927;3.8890961
62-LA CEIBA;16;4;-73.6671557;3.8889179
62-LA CEIBA;16;5;-73.6671466;3.8887453
62-LA CEIBA;16;6;-73.6671149;3.8885824
62-LA CEIBA;16;7;-73.6670767;3.8883
62-LA CEIBA;16;8;-73.6670536;3.8881246
62-LA CEIBA;16;9;-73.6670407;3.8880212
62-LA CEIBA;16;10;-73.6669637;3.8875627
62-LA CEIBA;16;11;-73.66696;3.8874743
62-LA CEIBA;16;12;-73.666937;3.8872319
62-LA CEIBA;16;13;-73.6669132;3.8871157
62-LA CEIBA;16;14;-73.6668941;3.8870307
62-LA CEIBA;16;15;-73.6668806;3.8869431
62-LA CEIBA;16;16;-73.6668616;3.8867693
62-LA CEIBA;16;17;-73.6668373;3.886669
62-LA CEIBA;16;18;-73.6668289;3.8865731
62-LA CEIBA;16;19;-73.6668228;3.8865027
62-LA CEIBA;16;20;-73.6667923;3.8862175
62-LA CEIBA;17;1;-73.6671603;3.8895148
62-LA CEIBA;17;2;-73.6671557;3.8894167
62-LA CEIBA;17;3;-73.6671151;3.8891521
62-LA CEIBA;17;4;-73.6671051;3.8890584
62-LA CEIBA;17;5;-73.6670848;3.8889833
62-LA CEIBA;17;6;-73.6670751;3.8888934
62-LA CEIBA;17;7;-73.6670679;3.8887876
62-LA CEIBA;17;8;-73.6670521;3.8886964
62-LA CEIBA;17;9;-73.6670309;3.8886095
62-LA CEIBA;17;10;-73.6670237;3.8885273
62-LA CEIBA;17;11;-73.6670159;3.8884373
62-LA CEIBA;17;12;-73.6669987;3.8883521
62-LA CEIBA;17;13;-73.6669798;3.888269
62-LA CEIBA;17;14;-73.6669752;3.8881708
62-LA CEIBA;17;15;-73.6669638;3.8880851
62-LA CEIBA;17;16;-73.6669536;3.8879894
62-LA CEIBA;17;17;-73.6669424;3.8879056
62-LA CEIBA;17;18;-73.666933;3.8878197
62-LA CEIBA;17;19;-73.6669084;3.8877174
62-LA CEIBA;17;20;-73.6669006;3.8876274
62-LA CEIBA;17;21;-73.6668928;3.8875374
62-LA CEIBA;17;22;-73.6668821;3.8874358
62-LA CEIBA;17;23;-73.6668605;3.8873451
62-LA CEIBA;17;24;-73.6668547;3.8872785
62-LA CEIBA;17;25;-73.6668463;3.8871807
62-LA CEIBA;17;26;-73.6668284;3.8870877
62-LA CEIBA;17;27;-73.6668204;3.8869957
62-LA CEIBA;17;28;-73.6668066;3.8869043
62-LA CEIBA;17;29;-73.6667959;3.8868263
62-LA CEIBA;17;30;-73.6667742;3.8867119
62-LA CEIBA;17;31;-73.6667719;3.8866392
62-LA CEIBA;17;32;-73.6667566;3.8865538
62-LA CEIBA;17;33;-73.6667409;3.8864625
62-LA CEIBA;17;34;-73.6667295;3.8863768
62-LA CEIBA;17;35;-73.6667215;3.8862848
62-LA CEIBA;17;36;-73.66671;3.8861971
62-LA CEIBA;18;1;-73.6670774;3.8894866
62-LA CEIBA;18;2;-73.6670643;3.889403
62-LA CEIBA;18;3;-73.6670293;3.889203
62-LA CEIBA;18;4;-73.6670289;3.8891084
62-LA CEIBA;18;5;-73.6670155;3.8890209
62-LA CEIBA;18;6;-73.6669924;3.8889361
62-LA CEIBA;18;7;-73.666989;3.8888517
62-LA CEIBA;18;8;-73.6669797;3.8887441
62-LA CEIBA;18;9;-73.6669685;3.8886603
62-LA CEIBA;18;10;-73.6669564;3.8885884
62-LA CEIBA;18;11;-73.6669449;3.8885007
62-LA CEIBA;18;12;-73.6669359;3.888397
62-LA CEIBA;18;13;-73.6669159;3.8883022
62-LA CEIBA;18;14;-73.6669051;3.8882223
62-LA CEIBA;18;15;-73.6668964;3.8881225
62-LA CEIBA;18;16;-73.6668864;3.8880524
62-LA CEIBA;18;17;-73.6668763;3.887935
62-LA CEIBA;18;18;-73.6668562;3.8878619
62-LA CEIBA;18;19;-73.6668401;3.8877667
62-LA CEIBA;18;20;-73.6668325;3.8876787
62-LA CEIBA;18;21;-73.6668045;3.8874919
62-LA CEIBA;18;22;-73.666791;3.887426
62-LA CEIBA;18;23;-73.6667827;3.8873302
62-LA CEIBA;18;24;-73.6667692;3.8872426
62-LA CEIBA;18;25;-73.6667585;3.8871647
62-LA CEIBA;18;26;-73.6667458;3.8870633
62-LA CEIBA;18;27;-73.6667343;3.8869756
62-LA CEIBA;18;28;-73.6667245;3.8868858
62-LA CEIBA;18;29;-73.6667106;3.8867924
62-LA CEIBA;18;30;-73.6666934;3.8867072
62-LA CEIBA;18;31;-73.6666824;3.8866036
62-LA CEIBA;18;32;-73.6666698;3.8865259
62-LA CEIBA;18;33;-73.6666484;3.8864371
62-LA CEIBA;18;34;-73.6666404;3.8863451
62-LA CEIBA;18;35;-73.6666335;3.8862649
62-LA CEIBA;18;36;-73.666626;3.8861788
62-LA CEIBA;19;1;-73.6670126;3.8896223
62-LA CEIBA;19;2;-73.667016;3.8895255
62-LA CEIBA;19;3;-73.6670041;3.8894338
62-LA CEIBA;19;4;-73.666972;3.8892671
62-LA CEIBA;19;5;-73.6669652;3.8891889
62-LA CEIBA;19;6;-73.6669566;3.8890891
62-LA CEIBA;19;7;-73.6669441;3.8889897
62-LA CEIBA;19;8;-73.6669256;3.8889124
62-LA CEIBA;19;9;-73.666917;3.8888126
62-LA CEIBA;19;10;-73.6669014;3.8887233
62-LA CEIBA;19;11;-73.6668934;3.8886314
62-LA CEIBA;19;12;-73.666887;3.888557
62-LA CEIBA;19;13;-73.6668606;3.8884568
62-LA CEIBA;19;14;-73.666851;3.888369
62-LA CEIBA;19;15;-73.6668405;3.8882693
62-LA CEIBA;19;16;-73.6668299;3.8881697
62-LA CEIBA;19;17;-73.6668151;3.8880902
62-LA CEIBA;19;18;-73.6667917;3.8880016
62-LA CEIBA;19;19;-73.6667838;3.8879096
62-LA CEIBA;19;20;-73.6667731;3.8878317
62-LA CEIBA;19;21;-73.6667607;3.8877559
62-LA CEIBA;19;22;-73.6667507;3.8876405
62-LA CEIBA;19;23;-73.6667336;3.8875572
62-LA CEIBA;19;24;-73.6667263;3.8874731
62-LA CEIBA;19;25;-73.6667169;3.8873872
62-LA CEIBA;19;26;-73.6667023;3.8872859
62-LA CEIBA;19;27;-73.6666828;3.887197
62-LA CEIBA;19;28;-73.6666554;3.886949
62-LA CEIBA;19;29;-73.666646;3.8868631
62-LA CEIBA;19;30;-73.666626;3.8867682
62-LA CEIBA;19;31;-73.6666102;3.8866533
62-LA CEIBA;19;32;-73.6666031;3.8865712
62-LA CEIBA;19;33;-73.6665905;3.8864934
62-LA CEIBA;19;34;-73.6665758;3.8863922
62-LA CEIBA;19;35;-73.6665588;3.8863089
62-LA CEIBA;19;36;-73.6665513;3.8862228
62-LA CEIBA;20;1;-73.6669641;3.8897646
62-LA CEIBA;20;2;-73.666948;3.8896694
62-LA CEIBA;20;3;-73.6669358;3.8895739
62-LA CEIBA;20;4;-73.666929;3.8894956
62-LA CEIBA;20;5;-73.6669112;3.8892902
62-LA CEIBA;20;6;-73.6668771;3.8891453
62-LA CEIBA;20;7;-73.6668679;3.8890397
62-LA CEIBA;20;8;-73.6668536;3.8889424
62-LA CEIBA;20;9;-73.6668329;3.8888614
62-LA CEIBA;20;10;-73.6668273;3.8887751
62-LA CEIBA;20;11;-73.6668168;3.8886538
62-LA CEIBA;20;12;-73.666806;3.888574
62-LA CEIBA;20;13;-73.6667653;3.8883311
62-LA CEIBA;20;14;-73.6667365;3.8881345
62-LA CEIBA;20;15;-73.6667211;3.8879565
62-LA CEIBA;20;16;-73.6667021;3.8878734
62-LA CEIBA;20;17;-73.6666869;3.887788
62-LA CEIBA;20;18;-73.6666638;3.8876126
62-LA CEIBA;20;19;-73.6666373;3.8874197
62-LA CEIBA;20;20;-73.666627;3.8873004
62-LA CEIBA;20;21;-73.6666191;3.8872321
62-LA CEIBA;20;22;-73.6665739;3.8869818
62-LA CEIBA;20;23;-73.6665615;3.8868843
62-LA CEIBA;20;24;-73.6665556;3.8868158
62-LA CEIBA;20;25;-73.6665369;3.886713
62-LA CEIBA;20;26;-73.6665262;3.886635
62-LA CEIBA;20;27;-73.6665071;3.8865283
62-LA CEIBA;20;28;-73.6665039;3.8864458
62-LA CEIBA;20;29;-73.666492;3.8863542
62-LA CEIBA;21;1;-73.6668976;3.8898354
62-LA CEIBA;21;2;-73.666884;3.8897459
62-LA CEIBA;21;3;-73.6668757;3.8896501
62-LA CEIBA;21;4;-73.6668539;3.8895574
62-LA CEIBA;21;5;-73.6668247;3.8892879
62-LA CEIBA;21;6;-73.6668151;3.8892
62-LA CEIBA;21;7;-73.6668043;3.8890985
62-LA CEIBA;21;8;-73.6667975;3.8890202
62-LA CEIBA;21;9;-73.6667687;3.888936
62-LA CEIBA;21;10;-73.6667605;3.8888421
62-LA CEIBA;21;11;-73.6667466;3.8887487
62-LA CEIBA;21;12;-73.6667394;3.8886665
62-LA CEIBA;21;13;-73.6667206;3.8885854
62-LA CEIBA;21;14;-73.6667107;3.8884936
62-LA CEIBA;21;15;-73.6666787;3.8883958
62-LA CEIBA;21;16;-73.6666844;3.8883027
62-LA CEIBA;21;17;-73.666673;3.888217
62-LA CEIBA;21;18;-73.6666557;3.8881298
62-LA CEIBA;21;19;-73.6666459;3.8880399
62-LA CEIBA;21;20;-73.6666324;3.8879524
62-LA CEIBA;21;21;-73.6666142;3.8878554
62-LA CEIBA;21;22;-73.6666092;3.8877751
62-LA CEIBA;21;23;-73.6665919;3.8876662
62-LA CEIBA;21;24;-73.6665837;3.887594
62-LA CEIBA;21;25;-73.6665686;3.8874415
62-LA CEIBA;21;26;-73.6665574;3.8874031
62-LA CEIBA;21;27;-73.6665439;3.8873155
62-LA CEIBA;21;28;-73.6665199;3.8871521
62-LA CEIBA;21;29;-73.6664983;3.8870613
62-LA CEIBA;21;30;-73.6664925;3.8869711
62-LA CEIBA;21;31;-73.66647;3.8867799
62-LA CEIBA;21;32;-73.6664545;3.8866906
62-LA CEIBA;21;33;-73.6664367;3.8865995
62-LA CEIBA;21;34;-73.6664313;3.8864915
62-LA CEIBA;21;35;-73.6664183;3.8864316
62-LA CEIBA;21;36;-73.666399;3.8863446
62-LA CEIBA;22;1;-73.666825;3.8899719
62-LA CEIBA;22;2;-73.6668089;3.8898767
62-LA CEIBA;22;3;-73.6668049;3.889808
62-LA CEIBA;22;4;-73.6667943;3.8897301
62-LA CEIBA;22;5;-73.6667831;3.889601
62-LA CEIBA;22;6;-73.6667753;3.889511
62-LA CEIBA;22;7;-73.6667516;3.8893278
62-LA CEIBA;22;8;-73.6667416;3.8892577
62-LA CEIBA;22;9;-73.6667255;3.8891625
62-LA CEIBA;22;10;-73.6667168;3.8890844
62-LA CEIBA;22;11;-73.6666989;3.8889914
62-LA CEIBA;22;12;-73.6666902;3.8888916
62-LA CEIBA;22;13;-73.6666769;3.888806
62-LA CEIBA;22;14;-73.6666591;3.888713
62-LA CEIBA;22;15;-73.6666508;3.8886171
62-LA CEIBA;22;16;-73.6666341;3.8885377
62-LA CEIBA;22;17;-73.6666232;3.8884579
62-LA CEIBA;22;18;-73.6666151;3.8883639
62-LA CEIBA;22;19;-73.6666059;3.8882583
62-LA CEIBA;22;20;-73.6665777;3.8881819
62-LA CEIBA;22;21;-73.66657;3.8880702
62-LA CEIBA;22;22;-73.6665615;3.8879941
62-LA CEIBA;22;23;-73.666545;3.8879167
62-LA CEIBA;22;24;-73.6665302;3.8878372
62-LA CEIBA;22;25;-73.6665216;3.8877374
62-LA CEIBA;22;26;-73.6665172;3.8876648
62-LA CEIBA;22;27;-73.6665047;3.8875654
62-LA CEIBA;22;28;-73.6664971;3.8874773
62-LA CEIBA;22;29;-73.6664806;3.8873782
62-LA CEIBA;22;30;-73.6664275;3.8871049
62-LA CEIBA;22;31;-73.6664201;3.8870189
62-LA CEIBA;22;32;-73.6664008;3.8868412
62-LA CEIBA;22;33;-73.6663866;3.8867458
62-LA CEIBA;22;34;-73.6663696;3.8866625
62-LA CEIBA;22;35;-73.6663598;3.8865727
62-LA CEIBA;22;36;-73.666349;3.8864928
62-LA CEIBA;22;37;-73.6663287;3.8863941
62-LA CEIBA;23;1;-73.6667746;3.8901143
62-LA CEIBA;23;2;-73.6667654;3.8900086
62-LA CEIBA;23;3;-73.6667575;3.8899403
62-LA CEIBA;23;4;-73.6667384;3.8898553
62-LA CEIBA;23;5;-73.666734;3.8897591
62-LA CEIBA;23;6;-73.6667177;3.8896619
62-LA CEIBA;23;7;-73.6666841;3.8893869
62-LA CEIBA;23;8;-73.6666645;3.8893196
62-LA CEIBA;23;9;-73.6666632;3.8892133
62-LA CEIBA;23;10;-73.6666417;3.8891245
62-LA CEIBA;23;11;-73.6666361;3.8890599
62-LA CEIBA;23;12;-73.6666185;3.8889471
62-LA CEIBA;23;13;-73.6666069;3.8888811
62-LA CEIBA;23;14;-73.666597;3.8887893
62-LA CEIBA;23;15;-73.6665767;3.8886906
62-LA CEIBA;23;16;-73.666569;3.8886025
62-LA CEIBA;23;17;-73.6665582;3.8885227
62-LA CEIBA;23;18;-73.6665387;3.8884337
62-LA CEIBA;23;19;-73.6665276;3.8883282
62-LA CEIBA;23;20;-73.6665117;3.888235
62-LA CEIBA;23;21;-73.666501;3.8881571
62-LA CEIBA;23;22;-73.6664929;3.8880632
62-LA CEIBA;23;23;-73.6664847;3.8879693
62-LA CEIBA;23;24;-73.6664714;3.8878837
62-LA CEIBA;23;25;-73.6664614;3.8877899
62-LA CEIBA;23;26;-73.666447;3.8877143
62-LA CEIBA;23;27;-73.6664304;3.8875916
62-LA CEIBA;23;28;-73.6664176;3.8875119
62-LA CEIBA;23;29;-73.6664049;3.8874105
62-LA CEIBA;23;30;-73.6663677;3.8870707
62-LA CEIBA;23;31;-73.6663326;3.8868925
62-LA CEIBA;23;32;-73.6663227;3.8868007
62-LA CEIBA;23;33;-73.6663071;3.8867114
62-LA CEIBA;23;34;-73.6662842;3.8866286
62-LA CEIBA;24;1;-73.6667203;3.89019
62-LA CEIBA;24;2;-73.6667032;3.8900614
62-LA CEIBA;24;3;-73.666672;3.8899044
62-LA CEIBA;24;4;-73.6666509;3.8897289
62-LA CEIBA;24;5;-73.6666273;3.8895476
62-LA CEIBA;24;6;-73.6666023;3.8894394
62-LA CEIBA;24;7;-73.666596;3.889367
62-LA CEIBA;24;8;-73.666587;3.8892633
62-LA CEIBA;24;9;-73.6665696;3.8891761
62-LA CEIBA;24;10;-73.6665552;3.8890098
62-LA CEIBA;24;11;-73.6665274;3.888892
62-LA CEIBA;24;12;-73.6665124;3.8887415
62-LA CEIBA;24;13;-73.666487;3.8886294
62-LA CEIBA;24;14;-73.6664875;3.8885446
62-LA CEIBA;24;15;-73.6664604;3.8882769
62-LA CEIBA;24;16;-73.6664362;3.8882022
62-LA CEIBA;24;17;-73.6664291;3.88812
62-LA CEIBA;24;18;-73.6664154;3.8880069
62-LA CEIBA;24;19;-73.666392;3.8879182
62-LA CEIBA;24;20;-73.666396;3.8878509
62-LA CEIBA;24;21;-73.6663795;3.8877518
62-LA CEIBA;24;22;-73.6662193;3.8866717
62-LA CEIBA;24;23;-73.666198;3.8865849
62-LA CEIBA;25;1;-73.666635;3.890225
62-LA CEIBA;25;2;-73.6666127;3.8901264
62-LA CEIBA;25;3;-73.6666086;3.8900558
62-LA CEIBA;25;4;-73.6666004;3.8899619
62-LA CEIBA;25;5;-73.6665798;3.8898829
62-LA CEIBA;25;6;-73.666569;3.8897577
62-LA CEIBA;25;7;-73.6665199;3.889486
62-LA CEIBA;25;8;-73.6665102;3.8893055
62-LA CEIBA;25;9;-73.666501;3.8892216
62-LA CEIBA;25;10;-73.666479;3.8891269
62-LA CEIBA;25;11;-73.6664717;3.8890428
62-LA CEIBA;25;12;-73.6664622;3.8889549
62-LA CEIBA;25;13;-73.6664412;3.8888936
62-LA CEIBA;25;14;-73.6664398;3.8887873
62-LA CEIBA;25;15;-73.6664193;3.8886866
62-LA CEIBA;25;16;-73.6663987;3.8886076
62-LA CEIBA;25;17;-73.6663947;3.8885153
62-LA CEIBA;25;18;-73.6663831;3.8884276
62-LA CEIBA;25;19;-73.666376;3.8883454
62-LA CEIBA;25;20;-73.6663544;3.8882546
62-LA CEIBA;25;21;-73.6663481;3.8881586
62-LA CEIBA;25;22;-73.6663356;3.8880828
62-LA CEIBA;25;23;-73.6663269;3.8880047
62-LA CEIBA;25;24;-73.6663137;3.8878975
62-LA CEIBA;25;25;-73.6662911;3.8878186
