Lote;Linea;Palma;Longitud;Latitud
62-LA CEIBA;81;16;-73.6616653;3.8861648
62-LA CEIBA;81;17;-73.6616259;3.885914
62-LA CEIBA;81;18;-73.6616158;3.8858202
62-LA CEIBA;81;19;-73.6616044;3.8857345
62-LA CEIBA;81;20;-73.6615963;3.8856406
62-LA CEIBA;81;21;-73.6615838;3.8855412
62-LA CEIBA;81;22;-73.6615639;3.88547
62-LA CEIBA;82;1;-73.6617799;3.8875564
62-LA CEIBA;82;2;-73.661771;3.8874763
62-LA CEIBA;82;3;-73.6617676;3.8873919
62-LA CEIBA;82;4;-73.6617517;3.8872986
62-LA CEIBA;82;5;-73.6617356;3.8872035
62-LA CEIBA;82;6;-73.6617238;3.8871355
62-LA CEIBA;82;7;-73.661708;3.8870206
62-LA CEIBA;82;8;-73.661689;3.8868468
62-LA CEIBA;82;9;-73.6616681;3.8867638
62-LA CEIBA;82;10;-73.661661;3.8866817
62-LA CEIBA;82;11;-73.6616544;3.8865837
62-LA CEIBA;82;12;-73.6616379;3.8865063
62-LA CEIBA;82;13;-73.6616255;3.8864088
62-LA CEIBA;82;14;-73.661606;3.8862962
62-LA CEIBA;82;15;-73.6615997;3.8862238
62-LA CEIBA;82;16;-73.6615846;3.8861403
62-LA CEIBA;82;17;-73.6615517;3.8858732
62-LA CEIBA;82;18;-73.6615375;3.8857778
62-LA CEIBA;82;19;-73.6615258;3.8856881
62-LA CEIBA;82;20;-73.661501;3.8856056
62-LA CEIBA;82;21;-73.6614939;3.8855234
62-LA CEIBA;82;22;-73.6614846;3.8854158
62-LA CEIBA;83;1;-73.6617087;3.8875508
62-LA CEIBA;83;2;-73.6616994;3.8874432
62-LA CEIBA;83;3;-73.6616874;3.8873496
62-LA CEIBA;83;4;-73.6616728;3.887272
62-LA CEIBA;83;5;-73.6616647;3.8871781
62-LA CEIBA;83;6;-73.6616435;3.8871149
62-LA CEIBA;83;7;-73.6616305;3.8870096
62-LA CEIBA;83;8;-73.6615865;3.8867513
62-LA CEIBA;83;9;-73.661578;3.8866534
62-LA CEIBA;83;10;-73.6615677;3.8865341
62-LA CEIBA;83;11;-73.6615556;3.8864622
62-LA CEIBA;83;12;-73.6615429;3.8863608
62-LA CEIBA;83;13;-73.6615358;3.8862787
62-LA CEIBA;83;14;-73.6615252;3.886179
62-LA CEIBA;83;15;-73.6615104;3.8860995
62-LA CEIBA;83;16;-73.6614798;3.8858361
62-LA CEIBA;83;17;-73.6614661;3.8857466
62-LA CEIBA;83;18;-73.6614401;3.8856503
62-LA CEIBA;83;19;-73.6614284;3.8855606
62-LA CEIBA;83;20;-73.6614189;3.8854728
62-LA CEIBA;83;21;-73.6614024;3.8853737
62-LA CEIBA;84;1;-73.6615984;3.8874105
62-LA CEIBA;84;2;-73.6615911;3.8873267
62-LA CEIBA;84;3;-73.6615841;3.8872452
62-LA CEIBA;84;4;-73.6615554;3.8871244
62-LA CEIBA;84;5;-73.66156;3.8870464
62-LA CEIBA;84;6;-73.6615479;3.8869585
62-LA CEIBA;84;7;-73.6615371;3.8868864
62-LA CEIBA;84;8;-73.661512;3.8867015
62-LA CEIBA;84;9;-73.6615007;3.8865975
62-LA CEIBA;84;10;-73.6614894;3.8864935
62-LA CEIBA;84;11;-73.6614672;3.8864202
62-LA CEIBA;84;12;-73.6614638;3.8863292
62-LA CEIBA;84;13;-73.6614315;3.8861654
62-LA CEIBA;84;14;-73.6614221;3.8860567
62-LA CEIBA;84;15;-73.6613886;3.8858018
62-LA CEIBA;84;16;-73.6613728;3.8856982
62-LA CEIBA;84;17;-73.6613604;3.8856331
62-LA CEIBA;84;18;-73.6613476;3.8855384
62-LA CEIBA;84;19;-73.6613375;3.885448
62-LA CEIBA;85;1;-73.6614954;3.8872187
62-LA CEIBA;85;2;-73.661478;3.8871221
62-LA CEIBA;85;3;-73.6614781;3.8870445
62-LA CEIBA;85;4;-73.66146;3.8869411
62-LA CEIBA;85;5;-73.6614533;3.8868367
62-LA CEIBA;85;6;-73.6614363;3.886667
62-LA CEIBA;85;7;-73.6614098;3.8865712
62-LA CEIBA;85;8;-73.6613886;3.8864841
62-LA CEIBA;85;9;-73.6613822;3.8864093
62-LA CEIBA;85;10;-73.6613658;3.886299
62-LA CEIBA;85;11;-73.6613561;3.8862131
62-LA CEIBA;85;12;-73.6613494;3.8861361
62-LA CEIBA;85;13;-73.6613372;3.8860208
62-LA CEIBA;85;14;-73.661299;3.885764
62-LA CEIBA;85;15;-73.6612772;3.88567
62-LA CEIBA;85;16;-73.6612643;3.885573
62-LA CEIBA;85;17;-73.6612521;3.8854851
62-LA CEIBA;85;18;-73.661247;3.8854262
62-LA CEIBA;86;1;-73.6614182;3.8872711
62-LA CEIBA;86;2;-73.6614204;3.8871659
62-LA CEIBA;86;3;-73.6614005;3.8870672
62-LA CEIBA;86;4;-73.6613926;3.8870017
62-LA CEIBA;86;5;-73.6613784;3.8869163
62-LA CEIBA;86;6;-73.6613697;3.8868166
62-LA CEIBA;86;7;-73.6613302;3.886544
62-LA CEIBA;86;8;-73.6613218;3.8864466
62-LA CEIBA;86;9;-73.6613037;3.8863432
62-LA CEIBA;86;10;-73.6612841;3.8862741
62-LA CEIBA;86;11;-73.6612695;3.8861841
62-LA CEIBA;86;12;-73.6612568;3.8860894
62-LA CEIBA;86;13;-73.6612491;3.8860011
62-LA CEIBA;86;14;-73.6612188;3.8857299
62-LA CEIBA;86;15;-73.6611997;3.8856403
62-LA CEIBA;86;16;-73.6611838;3.8855618
62-LA CEIBA;87;1;-73.6613181;3.8871383
62-LA CEIBA;87;2;-73.6613091;3.8870341
62-LA CEIBA;87;3;-73.661301;3.8869413
62-LA CEIBA;87;4;-73.6612902;3.8868692
62-LA CEIBA;87;5;-73.6612707;3.8867751
62-LA CEIBA;87;6;-73.6612646;3.8867049
62-LA CEIBA;87;7;-73.6612491;3.8865259
62-LA CEIBA;87;8;-73.6612384;3.8864287
62-LA CEIBA;87;9;-73.6612274;3.886327
62-LA CEIBA;87;10;-73.6612079;3.8862329
62-LA CEIBA;87;11;-73.6611978;3.8861425
62-LA CEIBA;87;12;-73.6611779;3.8860712
62-LA CEIBA;87;13;-73.6611663;3.8859627
62-LA CEIBA;87;14;-73.6611351;3.8857075
62-LA CEIBA;87;15;-73.6611142;3.8855976
62-LA CEIBA;87;16;-73.6610943;3.8854989
62-LA CEIBA;87;17;-73.6610905;3.8854285
62-LA CEIBA;88;1;-73.6612469;3.8871035
62-LA CEIBA;88;2;-73.6612328;3.8869929
62-LA CEIBA;88;3;-73.6612193;3.8869165
62-LA CEIBA;88;4;-73.6612135;3.8868485
62-LA CEIBA;88;5;-73.661203;3.8867536
62-LA CEIBA;88;6;-73.6611887;3.8866681
62-LA CEIBA;88;7;-73.6611768;3.8865825
62-LA CEIBA;88;8;-73.6611531;3.8864659
62-LA CEIBA;88;9;-73.6611228;3.8863521
62-LA CEIBA;88;10;-73.661125;3.8861945
62-LA CEIBA;88;11;-73.6611022;3.8861143
62-LA CEIBA;88;12;-73.6610935;3.8860147
62-LA CEIBA;88;13;-73.6610676;3.8859257
62-LA CEIBA;88;14;-73.6610266;3.8855048
62-LA CEIBA;88;15;-73.6610067;3.8854061
62-LA CEIBA;89;1;-73.6611517;3.8869749
62-LA CEIBA;89;2;-73.6611375;3.8868894
62-LA CEIBA;89;3;-73.6611349;3.8868075
62-LA CEIBA;89;4;-73.6611143;3.8867271
62-LA CEIBA;89;5;-73.6611055;3.8866252
62-LA CEIBA;89;6;-73.6610915;3.886542
62-LA CEIBA;89;7;-73.6610618;3.8863301
62-LA CEIBA;89;8;-73.6610461;3.8862539
62-LA CEIBA;89;9;-73.661027;3.8861643
62-LA CEIBA;89;10;-73.6610201;3.886085
62-LA CEIBA;89;11;-73.6610085;3.8860039
62-LA CEIBA;89;12;-73.6609993;3.8858974
62-LA CEIBA;89;13;-73.6609625;3.8857089
62-LA CEIBA;89;14;-73.6609624;3.8856291
62-LA CEIBA;89;15;-73.6609554;3.8855475
62-LA CEIBA;89;16;-73.6609314;3.8854538
62-LA CEIBA;90;1;-73.6610712;3.8868587
62-LA CEIBA;90;2;-73.6610396;3.8867565
62-LA CEIBA;90;3;-73.6610338;3.8866634
62-LA CEIBA;90;4;-73.661021;3.8865938
62-LA CEIBA;90;5;-73.6610096;3.8865149
62-LA CEIBA;90;6;-73.6609931;3.8863247
62-LA CEIBA;90;7;-73.6609642;3.8862268
62-LA CEIBA;90;8;-73.6609573;3.8861201
62-LA CEIBA;90;9;-73.6609496;3.8860318
62-LA CEIBA;90;10;-73.66093;3.8859628
62-LA CEIBA;90;11;-73.660908;3.8858666
62-LA CEIBA;90;12;-73.6608872;3.885679
62-LA CEIBA;90;13;-73.6608737;3.8855752
62-LA CEIBA;90;14;-73.6608635;3.8855099
62-LA CEIBA;91;1;-73.6609709;3.8868286
62-LA CEIBA;91;2;-73.6609623;3.886729
62-LA CEIBA;91;3;-73.6609497;3.8866365
62-LA CEIBA;91;4;-73.6609329;3.8865467
62-LA CEIBA;91;5;-73.6609186;3.8864613
62-LA CEIBA;91;6;-73.6609096;3.8863571
62-LA CEIBA;91;7;-73.660878;3.8862024
62-LA CEIBA;91;8;-73.6608679;3.886112
62-LA CEIBA;91;9;-73.6608595;3.8860146
62-LA CEIBA;91;10;-73.6608472;3.8859244
62-LA CEIBA;91;11;-73.660827;3.8858486
62-LA CEIBA;91;12;-73.6607998;3.8856661
62-LA CEIBA;91;13;-73.6607917;3.8855732
62-LA CEIBA;91;14;-73.6607825;3.8854668
62-LA CEIBA;92;1;-73.6608735;3.8867002
62-LA CEIBA;92;2;-73.6608742;3.8866043
62-LA CEIBA;92;3;-73.6608402;3.8863951
62-LA CEIBA;92;4;-73.6607757;3.8859649
62-LA CEIBA;92;5;-73.6607619;3.8858839
62-LA CEIBA;92;6;-73.660742;3.8858126
62-LA CEIBA;92;7;-73.6607234;3.88565
62-LA CEIBA;92;8;-73.660713;3.8855299
62-LA CEIBA;93;1;-73.660783;3.8865735
62-LA CEIBA;93;2;-73.6607671;3.886495
62-LA CEIBA;93;3;-73.6607566;3.8864001
62-LA CEIBA;93;4;-73.6607283;3.8862839
62-LA CEIBA;93;5;-73.6607223;3.8862137
62-LA CEIBA;93;6;-73.6607057;3.8860486
62-LA CEIBA;93;7;-73.6606944;3.8859446
62-LA CEIBA;93;8;-73.6606864;3.8858517
62-LA CEIBA;93;9;-73.6606672;3.8857621
62-LA CEIBA;93;10;-73.660651;3.8855741
62-LA CEIBA;93;11;-73.6606279;3.8854917
62-LA CEIBA;94;1;-73.6606921;3.8865472
62-LA CEIBA;94;2;-73.6606832;3.8864453
62-LA CEIBA;94;3;-73.6606731;3.8863549
62-LA CEIBA;94;4;-73.6606474;3.8862408
62-LA CEIBA;94;5;-73.6606499;3.8861653
62-LA CEIBA;94;6;-73.660623;3.8860124
62-LA CEIBA;94;7;-73.6606185;3.8859079
62-LA CEIBA;94;8;-73.6605966;3.8858116
62-LA CEIBA;94;9;-73.6605737;3.8857315
62-LA CEIBA;94;10;-73.6605527;3.8855416
62-LA CEIBA;94;11;-73.6605519;3.8854801
62-LA CEIBA;95;1;-73.6606093;3.8864312
62-LA CEIBA;95;2;-73.6605992;3.8863408
62-LA CEIBA;95;3;-73.6605842;3.8862463
62-LA CEIBA;95;4;-73.6605483;3.8861467
62-LA CEIBA;95;5;-73.6605214;3.8858616
62-LA CEIBA;95;6;-73.6605081;3.8857874
62-LA CEIBA;95;7;-73.6604705;3.88551
62-LA CEIBA;95;8;-73.660465;3.8854466
62-LA CEIBA;96;1;-73.6605142;3.8863825
62-LA CEIBA;96;2;-73.6605119;3.8863028
62-LA CEIBA;96;3;-73.6604971;3.8862106
62-LA CEIBA;96;4;-73.6604765;3.8861302
62-LA CEIBA;96;5;-73.6604617;3.8859855
62-LA CEIBA;96;6;-73.6604003;3.8854865
62-LA CEIBA;96;7;-73.6603865;3.8853805
62-LA CEIBA;97;1;-73.6604239;3.886258
62-LA CEIBA;97;2;-73.6604132;3.8861608
62-LA CEIBA;97;3;-73.6604072;3.8860906
62-LA CEIBA;97;4;-73.6603856;3.8859989
62-LA CEIBA;97;5;-73.6603513;3.8858125
62-LA CEIBA;97;6;-73.6603336;3.8857137
62-LA CEIBA;97;7;-73.6603205;3.885457
62-LA CEIBA;97;8;-73.6603002;3.8853538
62-LA CEIBA;98;1;-73.6603457;3.8862466
62-LA CEIBA;98;2;-73.6603227;3.8861391
62-LA CEIBA;98;3;-73.6603198;3.8860526
62-LA CEIBA;98;4;-73.6603031;3.8859651
62-LA CEIBA;98;5;-73.6602906;3.8858726
62-LA CEIBA;98;6;-73.6602632;3.8856879
62-LA CEIBA;98;7;-73.6602209;3.885331
62-LA CEIBA;99;1;-73.6602331;3.8861013
62-LA CEIBA;99;2;-73.6602357;3.8860257
62-LA CEIBA;99;3;-73.6602139;3.8859318
62-LA CEIBA;99;4;-73.6602087;3.8858455
62-LA CEIBA;99;5;-73.6601797;3.8856678
62-LA CEIBA;99;6;-73.660143;3.8854017
62-LA CEIBA;99;7;-73.6601024;3.8851429
62-LA CEIBA;100;1;-73.6601442;3.8859927
62-LA CEIBA;100;2;-73.6601309;3.8858911
62-LA CEIBA;100;3;-73.6601091;3.8857972
62-LA CEIBA;101;1;-73.6600587;3.8859499
62-LA CEIBA;101;2;-73.6600507;3.8858571
62-LA CEIBA;101;3;-73.6600403;3.8857895
62-LA CEIBA;101;4;-73.6600206;3.8856931
62-LA CEIBA;101;5;-73.65999;3.8853398
62-LA CEIBA;101;6;-73.6599607;3.8851598
62-LA CEIBA;101;7;-73.6599434;3.885047
62-LA CEIBA;101;8;-73.6599034;3.8847863
62-LA CEIBA;101;9;-73.6598895;3.8846957
62-LA CEIBA;101;10;-73.6598774;3.8846171
62-LA CEIBA;102;1;-73.6599643;3.8858304
62-LA CEIBA;102;2;-73.6599566;3.8857421
62-LA CEIBA;102;3;-73.6599441;3.8856496
62-LA CEIBA;102;4;-73.6599042;3.8853724
62-LA CEIBA;102;5;-73.659889;3.8852756
62-LA CEIBA;102;6;-73.659878;3.8852013
62-LA CEIBA;102;7;-73.6598662;3.8851178
62-LA CEIBA;102;8;-73.6598447;3.8850262
62-LA CEIBA;102;9;-73.6598297;3.8849316
62-LA CEIBA;102;10;-73.6598218;3.884841
62-LA CEIBA;102;11;-73.6598108;3.8847667
62-LA CEIBA;102;12;-73.6597977;3.8846674
62-LA CEIBA;102;13;-73.6597796;3.8845116
62-LA CEIBA;103;1;-73.6598729;3.8857197
62-LA CEIBA;103;2;-73.6598581;3.8856274
62-LA CEIBA;103;3;-73.6598389;3.8855105
62-LA CEIBA;103;4;-73.6598228;3.8853247
62-LA CEIBA;103;5;-73.6598067;3.885244
62-LA CEIBA;103;6;-73.6597964;3.8851513
62-LA CEIBA;103;7;-73.6597839;3.8850589
62-LA CEIBA;103;8;-73.6597688;3.8849894
62-LA CEIBA;103;9;-73.6597591;3.8849036
62-LA CEIBA;103;10;-73.6597498;3.8848222
62-LA CEIBA;103;11;-73.6597377;3.8847092
62-LA CEIBA;103;12;-73.659712;3.8846224
62-LA CEIBA;103;13;-73.6597055;3.8845477
62-LA CEIBA;103;14;-73.6596967;3.8844458
62-LA CEIBA;104;1;-73.6597863;3.8855858
62-LA CEIBA;104;2;-73.6597641;3.8854599
62-LA CEIBA;104;3;-73.6597236;3.885176
62-LA CEIBA;104;4;-73.6596989;3.885048
62-LA CEIBA;104;5;-73.6596908;3.8849552
62-LA CEIBA;104;6;-73.6596672;3.884866
62-LA CEIBA;104;7;-73.6596586;3.8847663
62-LA CEIBA;104;8;-73.6596473;3.8846623
62-LA CEIBA;104;9;-73.6596363;3.884588
62-LA CEIBA;104;10;-73.6596215;3.8844957
62-LA CEIBA;104;11;-73.6596052;3.8844127
62-LA CEIBA;105;1;-73.6596509;3.8853603
62-LA CEIBA;105;2;-73.6596413;3.8851968
62-LA CEIBA;105;3;-73.6596321;3.8850904
62-LA CEIBA;105;4;-73.6596124;3.884994
62-LA CEIBA;105;5;-73.6596037;3.8849194
62-LA CEIBA;105;6;-73.6595878;3.884841
62-LA CEIBA;105;7;-73.659564;3.8847495
62-LA CEIBA;105;8;-73.6595417;3.8845712
62-LA CEIBA;105;9;-73.6595337;3.8844783
62-LA CEIBA;105;10;-73.6595132;3.8843728
62-LA CEIBA;106;1;-73.6595775;3.8854306
62-LA CEIBA;106;2;-73.6595756;3.8853304
62-LA CEIBA;106;3;-73.6595307;3.8849692
62-LA CEIBA;106;4;-73.6595167;3.884886
62-LA CEIBA;106;5;-73.659501;3.8848097
62-LA CEIBA;106;6;-73.6594924;3.8847101
62-LA CEIBA;106;7;-73.6594672;3.8846028
62-LA CEIBA;106;8;-73.6594603;3.8845235
62-LA CEIBA;106;9;-73.6594488;3.8844424
62-LA CEIBA;106;10;-73.6594419;3.8843631
62-LA CEIBA;107;1;-73.6595083;3.8853659
62-LA CEIBA;107;2;-73.6594973;3.8852916
62-LA CEIBA;107;3;-73.6594825;3.8851993
62-LA CEIBA;107;4;-73.6594317;3.8849276
62-LA CEIBA;107;5;-73.6594332;3.8848659
62-LA CEIBA;107;6;-73.6594251;3.884773
62-LA CEIBA;107;7;-73.6594169;3.8846779
62-LA CEIBA;107;8;-73.6594027;3.8845924
62-LA CEIBA;107;9;-73.6593718;3.8844719
62-LA CEIBA;107;10;-73.659367;3.8843902
62-LA CEIBA;107;11;-73.6593627;3.8843403
62-LA CEIBA;108;1;-73.6594089;3.8852673
62-LA CEIBA;108;2;-73.6594076;3.8851739
62-LA CEIBA;108;3;-73.65939;3.885075
62-LA CEIBA;108;4;-73.6593634;3.8848994
62-LA CEIBA;108;5;-73.6593569;3.8848246
62-LA CEIBA;108;6;-73.6593409;3.8847188
62-LA CEIBA;108;7;-73.6593201;3.8846361
62-LA CEIBA;108;8;-73.6593118;3.8845661
62-LA CEIBA;108;9;-73.6592913;3.8844607
62-LA CEIBA;108;10;-73.659284;3.8843769
62-LA CEIBA;108;11;-73.6592758;3.8842818
62-LA CEIBA;109;1;-73.6593092;3.8851391
62-LA CEIBA;109;2;-73.6593007;3.8850418
62-LA CEIBA;109;3;-73.6592925;3.8849466
62-LA CEIBA;109;4;-73.6592708;3.8847751
62-LA CEIBA;109;5;-73.6592564;3.8846874
62-LA CEIBA;109;6;-73.6592364;3.8846138
62-LA CEIBA;109;7;-73.6592278;3.8845141
62-LA CEIBA;109;8;-73.6592144;3.8844126
62-LA CEIBA;109;9;-73.6592033;3.884336
62-LA CEIBA;109;10;-73.6591922;3.8842343
62-LA CEIBA;110;1;-73.6592324;3.8851185
62-LA CEIBA;110;2;-73.6592254;3.8850118
62-LA CEIBA;110;3;-73.659218;3.8849258
62-LA CEIBA;110;4;-73.6591709;3.8846446
62-LA CEIBA;110;5;-73.6591642;3.8845676
62-LA CEIBA;110;6;-73.6591498;3.8844799
62-LA CEIBA;110;7;-73.6591279;3.8843837
62-LA CEIBA;110;8;-73.6591147;3.8842844
62-LA CEIBA;110;9;-73.6591076;3.884228
62-LA CEIBA;111;1;-73.659147;3.8849981
62-LA CEIBA;111;2;-73.659121;3.8848817
62-LA CEIBA;111;3;-73.6591095;3.8848006
62-LA CEIBA;111;4;-73.6590777;3.8845387
62-LA CEIBA;111;5;-73.659067;3.8844415
62-LA CEIBA;111;6;-73.6590526;3.8843537
62-LA CEIBA;111;7;-73.6590447;3.8842631
62-LA CEIBA;111;8;-73.6590307;3.8841799
62-LA CEIBA;111;9;-73.6590165;3.8840945
62-LA CEIBA;112;1;-73.6590531;3.884963
62-LA CEIBA;112;2;-73.6590488;3.8848607
62-LA CEIBA;112;3;-73.6590285;3.8847575
62-LA CEIBA;112;4;-73.6590196;3.8846556
62-LA CEIBA;112;5;-73.6589969;3.8844978
62-LA CEIBA;112;6;-73.6589874;3.8844142
62-LA CEIBA;112;7;-73.658967;3.8843361
62-LA CEIBA;112;8;-73.6589395;3.884229
62-LA CEIBA;112;9;-73.6589257;3.884148
62-LA CEIBA;112;10;-73.6589244;3.8840546
62-LA CEIBA;113;1;-73.6589641;3.884827
62-LA CEIBA;113;2;-73.6589568;3.8847432
62-LA CEIBA;113;3;-73.6589422;3.8846532
62-LA CEIBA;113;4;-73.6589054;3.8843598
62-LA CEIBA;113;5;-73.6588836;3.8842909
62-LA CEIBA;113;6;-73.6588742;3.8842096
62-LA CEIBA;113;7;-73.6588611;3.8841103
62-LA CEIBA;113;8;-73.6588427;3.8840024
62-LA CEIBA;114;1;-73.6588517;3.8846839
62-LA CEIBA;114;2;-73.6588457;3.8845886
62-LA CEIBA;114;3;-73.6588255;3.8845128
62-LA CEIBA;114;4;-73.6588047;3.8843252
62-LA CEIBA;114;5;-73.658794;3.884228
62-LA CEIBA;114;6;-73.6587743;3.8840791
62-LA CEIBA;114;7;-73.6587454;3.8839812
62-LA CEIBA;114;8;-73.6587398;3.8838904
62-LA CEIBA;115;1;-73.6587836;3.8846579
62-LA CEIBA;115;2;-73.6587669;3.8845704
62-LA CEIBA;115;3;-73.6587595;3.8845117
62-LA CEIBA;115;4;-73.658722;3.8842092
62-LA CEIBA;115;5;-73.6586963;3.8841224
62-LA CEIBA;115;6;-73.6586935;3.8840383
62-LA CEIBA;115;7;-73.6586861;3.8839522
62-LA CEIBA;115;8;-73.65866;3.8838609
62-LA CEIBA;116;1;-73.6586868;3.8845637
62-LA CEIBA;116;2;-73.6586644;3.884463
62-LA CEIBA;116;3;-73.6586597;3.8843561
62-LA CEIBA;116;4;-73.6586231;3.8840901
62-LA CEIBA;116;5;-73.6586064;3.8840025
62-LA CEIBA;116;6;-73.6585961;3.8839099
62-LA CEIBA;116;7;-73.6585847;3.883831
62-LA CEIBA;117;1;-73.6585765;3.8844182
62-LA CEIBA;117;2;-73.6585582;3.8843376
62-LA CEIBA;117;3;-73.6585549;3.8842215
62-LA CEIBA;117;4;-73.658531;3.8840502
62-LA CEIBA;117;5;-73.6585094;3.8839585
62-LA CEIBA;117;6;-73.6585024;3.883877
62-LA CEIBA;117;7;-73.6584893;3.8838051
62-LA CEIBA;117;8;-73.6584778;3.8836988
62-LA CEIBA;118;1;-73.6584969;3.8843909
62-LA CEIBA;118;2;-73.6584851;3.8843075
62-LA CEIBA;118;3;-73.6584733;3.8842241
62-LA CEIBA;118;4;-73.6584527;3.8841163
62-LA CEIBA;118;5;-73.6584312;3.8839471
62-LA CEIBA;118;6;-73.6584201;3.8838454
62-LA CEIBA;118;7;-73.6584133;3.883741
62-LA CEIBA;118;8;-73.6584057;3.8836527
62-LA CEIBA;118;9;-73.6583921;3.883574
62-LA CEIBA;118;10;-73.6583774;3.883484
62-LA CEIBA;118;11;-73.6583569;3.8833785
62-LA CEIBA;118;12;-73.6583399;3.8832864
62-LA CEIBA;118;13;-73.658331;3.8832096
62-LA CEIBA;118;14;-73.658322;3.8831328
62-LA CEIBA;118;15;-73.6583091;3.8830358
62-LA CEIBA;118;16;-73.6583012;3.8829452
62-LA CEIBA;118;17;-73.6582866;3.8828552
62-LA CEIBA;118;18;-73.6582659;3.8827726
62-LA CEIBA;118;19;-73.6582582;3.8826843
62-LA CEIBA;118;20;-73.6582494;3.8825824
62-LA CEIBA;118;21;-73.6582384;3.882508
62-LA CEIBA;118;22;-73.6582251;3.8824065
62-LA CEIBA;119;1;-73.6584098;3.8842775
62-LA CEIBA;119;2;-73.6583939;3.8841991
62-LA CEIBA;119;3;-73.6583853;3.8840994
62-LA CEIBA;119;4;-73.6583321;3.8838257
62-LA CEIBA;119;5;-73.6583291;3.8837392
62-LA CEIBA;119;6;-73.6583235;3.8836484
62-LA CEIBA;119;7;-73.6583067;3.8835586
62-LA CEIBA;119;8;-73.6582919;3.8834663
62-LA CEIBA;119;9;-73.658287;3.8833846
62-LA CEIBA;119;10;-73.6582717;3.8832856
62-LA CEIBA;119;11;-73.6582531;3.8832027
62-LA CEIBA;119;12;-73.6582402;3.8831058
62-LA CEIBA;119;13;-73.6582307;3.8830221
62-LA CEIBA;119;14;-73.6582121;3.8829393
62-LA CEIBA;119;15;-73.6582005;3.8828308
62-LA CEIBA;119;16;-73.6581848;3.8827546
62-LA CEIBA;119;17;-73.6581792;3.8826638
62-LA CEIBA;119;18;-73.6581578;3.8825744
62-LA CEIBA;119;19;-73.6581526;3.8824881
62-LA CEIBA;119;20;-73.6581457;3.8824089
62-LA CEIBA;120;1;-73.6583221;3.884235
62-LA CEIBA;120;2;-73.6583136;3.8841376
62-LA CEIBA;120;3;-73.6583041;3.884054
62-LA CEIBA;120;4;-73.6582788;3.8839718
62-LA CEIBA;120;5;-73.6582656;3.8837927
62-LA CEIBA;120;6;-73.6582447;3.8836827
62-LA CEIBA;120;7;-73.6582405;3.8836078
62-LA CEIBA;120;8;-73.6582236;3.8835179
62-LA CEIBA;120;9;-73.6582084;3.8834212
62-LA CEIBA;120;10;-73.6581968;3.88334
62-LA CEIBA;120;11;-73.6581886;3.8832449
62-LA CEIBA;120;12;-73.6581607;3.8831583
62-LA CEIBA;120;13;-73.6581574;3.8830947
62-LA CEIBA;120;14;-73.658147;3.8829747
62-LA CEIBA;120;15;-73.6581308;3.8828917
62-LA CEIBA;120;16;-73.6581089;3.8827179
62-LA CEIBA;120;17;-73.6580984;3.882623
62-LA CEIBA;120;18;-73.6580799;3.8825401
62-LA CEIBA;120;19;-73.6580708;3.882436
62-LA CEIBA;120;20;-73.6580533;3.8823645
62-LA CEIBA;121;1;-73.6582237;3.8841227
62-LA CEIBA;121;2;-73.658211;3.8840279
62-LA CEIBA;121;3;-73.6582033;3.8839396
62-LA CEIBA;121;4;-73.6581855;3.8838385
62-LA CEIBA;121;5;-73.6581654;3.8836851
62-LA CEIBA;121;6;-73.6581513;3.8835745
62-LA CEIBA;121;7;-73.6581346;3.8834869
62-LA CEIBA;121;8;-73.6581202;3.8833992
62-LA CEIBA;121;9;-73.6581148;3.8833107
62-LA CEIBA;121;10;-73.6581002;3.8832207
62-LA CEIBA;121;11;-73.6580907;3.8831371
62-LA CEIBA;121;12;-73.6580715;3.8830475
62-LA CEIBA;121;13;-73.6580545;3.8829554
62-LA CEIBA;121;14;-73.6580444;3.882865
62-LA CEIBA;121;15;-73.6580314;3.882768
62-LA CEIBA;121;16;-73.6580197;3.8826846
62-LA CEIBA;121;17;-73.6580049;3.8825923
62-LA CEIBA;121;18;-73.6579929;3.8825067
62-LA CEIBA;121;19;-73.6579851;3.8824161
62-LA CEIBA;121;20;-73.6579731;3.8823304
62-LA CEIBA;122;1;-73.658136;3.8840801
62-LA CEIBA;122;2;-73.6581328;3.8839914
62-LA CEIBA;122;3;-73.6581211;3.883908
62-LA CEIBA;122;4;-73.6581081;3.883811
62-LA CEIBA;122;5;-73.658069;3.8835429
62-LA CEIBA;122;6;-73.6580499;3.8834533
62-LA CEIBA;122;7;-73.6580406;3.8833719
62-LA CEIBA;122;8;-73.6580201;3.8832665
62-LA CEIBA;122;9;-73.6580153;3.8831847
62-LA CEIBA;122;10;-73.6580095;3.8830917
62-LA CEIBA;122;11;-73.657993;3.8830064
62-LA CEIBA;122;12;-73.6579741;3.8829191
62-LA CEIBA;122;13;-73.6579623;3.8828357
62-LA CEIBA;122;14;-73.6579576;3.8827288
62-LA CEIBA;122;15;-73.6579395;3.8826505
62-LA CEIBA;122;16;-73.6579224;3.8825585
62-LA CEIBA;122;17;-73.657916;3.8824586
62-LA CEIBA;122;18;-73.6578979;3.8823803
62-LA CEIBA;122;19;-73.657875;3.8822728
62-LA CEIBA;123;1;-73.658053;3.8839619
62-LA CEIBA;123;2;-73.6580329;3.8838609
62-LA CEIBA;123;3;-73.6580189;3.8837777
62-LA CEIBA;123;4;-73.6580045;3.88369
62-LA CEIBA;123;5;-73.6579658;3.8834264
